NodeLabel                 	NodeId	  Des1	  Des2	         RelTime	        CI_Lower	        CI_Upper	            Rate
disjunctum                	     1	     -	     -	               -	               -	               -	        1.349248	
discolor                  	     2	     -	     -	               -	               -	               -	        1.286016	
blandum                   	     3	     -	     -	               -	               -	               -	        0.885312	
jucundum                  	     4	     -	     -	               -	               -	               -	        0.692998	
lautum                    	     5	     -	     -	               -	               -	               -	        0.776103	
costaricanum              	     6	     -	     -	               -	               -	               -	        1.175474	
undulatum                 	     7	     -	     -	               -	               -	               -	        2.310306	
subsessile                	     8	     -	     -	               -	               -	               -	        2.412618	
tinoides 1                	     9	     -	     -	               -	               -	               -	        1.315913	
tinoides 2                	    10	     -	     -	               -	               -	               -	        1.895027	
lasiophyllum              	    11	     -	     -	               -	               -	               -	        1.363362	
triphyllum                	    12	     -	     -	               -	               -	               -	        2.468417	
pichinchense              	    13	     -	     -	               -	               -	               -	        1.609580	
hallii                    	    14	     -	     -	               -	               -	               -	        1.964004	
jamesonii                 	    15	     -	     -	               -	               -	               -	        2.264932	
toronis                   	    16	     -	     -	               -	               -	               -	        1.936026	
triphyllum new            	    17	     -	     -	               -	               -	               -	        2.243199	
reticulatum               	    18	     -	     -	               -	               -	               -	        2.128158	
ayavacense                	    19	     -	     -	               -	               -	               -	        3.318830	
dumatorum                 	    20	     -	     -	               -	               -	               -	        3.291995	
seemenii                  	    21	     -	     -	               -	               -	               -	        3.333764	
hartwegii                 	    22	     -	     -	               -	               -	               -	        1.136720	
obtusatum                 	    23	     -	     -	               -	               -	               -	        1.196820	
alpinum                   	    24	     -	     -	               -	               -	               -	        1.922493	
villosum                  	    25	     -	     -	               -	               -	               -	        1.155442	
stellato-tomentosum       	    26	     -	     -	               -	               -	               -	        1.000960	
fuscum                    	    27	     -	     -	               -	               -	               -	        1.239059	
microphyllum              	    28	     -	     -	               -	               -	               -	        0.931638	
newsp.1                   	    29	     -	     -	               -	               -	               -	        1.130564	
acutifolium               	    30	     -	     -	               -	               -	               -	        0.785043	
membranaceum              	    31	     -	     -	               -	               -	               -	        1.200215	
newsp.2                   	    32	     -	     -	               -	               -	               -	        0.873409	
sulcatum                  	    33	     -	     -	               -	               -	               -	        0.854030	
tiliaefolium              	    34	     -	     -	               -	               -	               -	        0.853517	
microcarpum               	    35	     -	     -	               -	               -	               -	        0.787931	
caudatum                  	    36	     -	     -	               -	               -	               -	        1.114975	
ciliatum                  	    37	     -	     -	               -	               -	               -	        1.188549	
hirsutum                  	    38	     -	     -	               -	               -	               -	        1.109740	
loeseneri                 	    39	     -	     -	               -	               -	               -	        0.898306	
stenocalyx                	    40	     -	     -	               -	               -	               -	        0.982532	
dentatum                  	    41	     -	     -	               -	               -	               -	        1.057872	
faux outgroup [*]         	    42	     -	     -	               -	               -	               -	        1.000000	
-                         	    43	     1	     2	        0.003581	        0.001569	        0.008173	        1.317253
-                         	    44	     4	     5	        0.003067	        0.001167	        0.008059	        0.733374
-                         	    45	     3	    44	        0.003775	        0.001593	        0.008944	        0.805770
-                         	    46	    43	    45	        0.004210	        0.001939	        0.009138	        1.030244
-                         	    47	     7	     8	        0.000936	        0.000292	        0.003001	        2.360907
-                         	    48	    47	     9	        0.001142	        0.000381	        0.003428	        1.762597
-                         	    49	    11	    12	        0.001035	        0.000328	        0.003270	        1.834488
-                         	    50	    10	    49	        0.001217	        0.000412	        0.003595	        1.864512
-                         	    51	    48	    50	        0.001418	        0.000501	        0.004013	        1.812838
-                         	    52	    14	    15	        0.000998	        0.000315	        0.003163	        2.109108
-                         	    53	    13	    52	        0.001197	        0.000402	        0.003562	        1.842492
-                         	    54	    18	    19	        0.000814	        0.000237	        0.002796	        2.657629
-                         	    55	    17	    54	        0.000944	        0.000291	        0.003066	        2.441637
-                         	    56	    20	    21	        0.000852	        0.000257	        0.002823	        3.312814
-                         	    57	    55	    56	        0.001115	        0.000364	        0.003417	        2.844062
-                         	    58	    16	    57	        0.001244	        0.000425	        0.003644	        2.346525
-                         	    59	    53	    58	        0.001419	        0.000502	        0.004008	        2.079292
