gbifID	species	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters	year	institutionCode	collectionCode	catalogNumber	recordNumber	recordedBy 
1253887952	costaricanum	-84.120778	10.134833	NA	2006	INBio	Plantae	4195366	NA	Luis Diego Vargas; Jorge Blanco
1253686195	costaricanum	-83.955556	9.820833	NA	1999	INBio	Plantae	2842896	NA	Luis Diego Vargas; Victor Ramirez
1259703271	costaricanum	-82.50416	8.79944	NA	1940	MO	MO	2393936	Terry 1336	M.E. Terry
46138973	costaricanum	-83.85	9.66	NA	1994	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	229627	NA	"Marten, Silvana"
46138508	costaricanum	-82.78	8.91	NA	1990	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	192753	NA	Marvin Ramirez
1253615568	costaricanum	-82.786111	8.911111	NA	1990	INBio	Plantae	1575817	NA	Marvin Ramirez
1259699412	costaricanum	-82.51666	8.85	NA	1938	MO	MO	2390665	Davidson 333	Mary E. Davidson
1259701617	costaricanum	-82.49805	8.795	NA	1938	MO	MO	2392479	Davidson 921	Mary E. Davidson
1259700462	costaricanum	-82.51333	8.80138	NA	1938	MO	MO	2391484	Davidson 968	Mary E. Davidson
46138144	costaricanum	-83.7	9.55	NA	1990	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	148876	NA	"Mc Clintock, Tom"
2516673876	costaricanum	-81.75	8.583333	NA	1986	NA	Botany	L.3733141	"McPherson, GD  8818 "	McPherson GD
46138022	costaricanum	-83.7	9.53	NA	1985	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	130018	NA	"Mendez, J."
1261255905	costaricanum	-82.391667	8.8	NA	1986	MO	MO	545089	Grayum 6388	Michael H. Grayum|Barry E. Hammel|B. Bochan
1259704780	costaricanum	-82.55	8.85	NA	1974	MO	MO	2394943	Nee 10009	Michael H. Nee
1257504700	costaricanum	-83.028056	9.083611	NA	1999	MO	MO	100143234	Alfaro Vindas 38	Milady Alfaro
1257504709	costaricanum	-83.695833	9.546389	NA	1999	MO	MO	100143235	Alfaro Vindas 74	Milady Alfaro
1253664415	costaricanum	-83.028079	9.083654	NA	1999	INBio	Plantae	2847408	NA	Milady Alfaro
1253664537	costaricanum	-83.695813	9.546253	NA	1999	INBio	Plantae	2847508	NA	Milady Alfaro
46138268	costaricanum	-82.96	8.79	NA	1991	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	159253	NA	Molly Nepokroeff
46138427	costaricanum	-83.96	9.9	NA	1993	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	178612	NA	"Morales, Carlos O."
46138290	costaricanum	-83.95	9.73	NA	1992	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	162200	NA	"Morales, Juan Francisco"
46139805	costaricanum	-83.67	9.55	NA	2003	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	237100	NA	"Moran, Robbin C."
46139822	costaricanum	-83.74	9.56	NA	2004	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	242336	NA	"Moran, Robbin C."
46137159	costaricanum	-84.69	10.14	NA	NA	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	55380	NA	NA
1259703632	costaricanum	-83.98	10.04	NA	1983	MO	MO	2394293	Garwood 396	Nancy C. Garwood|Mary Gibby|Rachel J. Hampshire|Christopher J. Humphries
46138699	costaricanum	-82.8	8.9	NA	1996	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	218140	NA	"Navarro, Enia"
46139007	costaricanum	-82.79	8.92	NA	1998	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	230696	NA	"Navarro, Enia"
1253700820	costaricanum	-84.066667	9.516667	NA	1987	INBio	Plantae	2930290	NA	Nelson A. Zamora Villalobos
1253915303	costaricanum	-85.473889	10.927778	NA	2014	INBio	Plantae	4438939	NA	Nelson A. Zamora Villalobos; Jie Cai ; Yu Min Shui ; G. Lianming ; M. Pengfei ; Roberto Espinoza ; Enia Navarro
1259439987	costaricanum	-83.9825	10.091111	NA	1983	MO	MO	2154765	Zamora Villalobos 426	Nelson Zamora|B. Carlson
1261613630	costaricanum	-84.06	9.51	NA	1987	MO	MO	900427	Zamora Villalobos 1423	Nelson Zamora|Isidro A. Chacon G.|Gerardo Herrera Ch.
46138693	costaricanum	-83.91	9.7	NA	1996	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	217568	NA	"Oosterhoorn, M."
1257925025	costaricanum	-82.716667	8.831389	NA	2012	MO	MO	100580656	Ortiz 488	Orlando Ortiz|M. Stapf|Riccardo M. Baldini
1259701652	costaricanum	-82.485	8.82666	NA	1947	MO	MO	2392480	Allen 4742	Paul H. Allen
1259704048	costaricanum	-82.51666	8.81666	NA	1947	MO	MO	2394398	Allen 4859	Paul H. Allen
1259701072	costaricanum	-82.633333	8.8	NA	1938	MO	MO	2392112	White 174	Peggy White
1261563758	costaricanum	-83.45	9.81	NA	1992	MO	MO	893577	Campos Sanabria 53	Priscila Campos
1253642978	costaricanum	-83.458333	9.819444	NA	1992	INBio	Plantae	1580771	NA	Priscilla Campos
46138932	costaricanum	-83.82	9.46	NA	2001	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	228558	NA	"Quesada, Alonso"
46138017	costaricanum	-83.9	9.68	NA	1986	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	130014	NA	"Quiros, Ligia"
2515293883	costaricanum	-82.466667	8.8	NA	1995	NA	Botany	U.1047869	"Quiroz, L  253 "	Quiroz L
1836728619	costaricanum	-82.2594	8.7314	NA	2004	US	Botany	3531921	B4230	R. Aizprua & I. Alvarez
1259700858	costaricanum	-82.483301	8.816591	NA	1940	MO	MO	2391761	"Woodson, Jr. 221"	"R. E. Woodson, Jr.|R.W. Schery"
1259699946	costaricanum	-82.528333	8.793611	NA	1940	MO	MO	2390945	"Woodson, Jr. 390"	"R. E. Woodson, Jr.|R.W. Schery"
1257839936	costaricanum	-84.232778	10.167778	NA	2003	MO	MO	100493361	Guido Vargas 17	R. Guido Vargas|Alexander Rodriguez|Evelio Alfaro
1936678429	costaricanum	-83.6919	9.9719	NA	2003	MA	MA	MA-01-00762142	2948	R. Kriebel
1260899515	costaricanum	-82.25944	8.73138	NA	2004	MO	MO	3478085	Aizprua B4230	Rafael Aizprua|I. Alvarez
1261256174	costaricanum	-83.46666	9.5	NA	1988	MO	MO	545341	Robles Gonzalez 1781	Rafael Robles
1261568613	costaricanum	-83.18	8.81	NA	1993	MO	MO	897990	Aguilar Fernandez 2744	Reinaldo Aguilar
1253642283	costaricanum	-83.344444	8.991667	NA	1993	INBio	Plantae	1580016	NA	Reinaldo Aguilar
1253644895	costaricanum	-83.189722	8.817222	NA	1993	INBio	Plantae	1582790	NA	Reinaldo Aguilar
1253648453	costaricanum	-83.591667	9.529722	NA	1995	INBio	Plantae	1586619	NA	Reinaldo Aguilar
1253621505	costaricanum	-83.244444	9.275	NA	1995	INBio	Plantae	1587726	NA	Reinaldo Aguilar
1258471035	costaricanum	-83.58	9.51	NA	1995	MO	MO	1259550	Aguilar Fernandez 3898	Reinaldo Aguilar| Esquivel Garrote
1258469220	costaricanum	-83.24444	9.275	NA	1995	MO	MO	1257909	Aguilar Fernandez 4298	Reinaldo Aguilar|Quirico Jimenez|Curso Botanica Amistad
1257504715	costaricanum	-82.786389	8.9275	NA	2002	MO	MO	100143236	Kriebel Haehner 139	Ricardo Kriebel
1257504707	costaricanum	-82.774167	8.969445	NA	2002	MO	MO	100143233	Kriebel Haehner 21	Ricardo Kriebel
1253755938	costaricanum	-82.774081	8.969554	NA	2002	INBio	Plantae	3513511	NA	Ricardo Kriebel
1253757283	costaricanum	-82.786477	8.927627	NA	2002	INBio	Plantae	3518821	NA	Ricardo Kriebel
1253758413	costaricanum	-83.794444	9.770833	NA	2002	INBio	Plantae	3520278	NA	Ricardo Kriebel
1253764244	costaricanum	-85.471328	10.924659	NA	2002	INBio	Plantae	3564598	NA	Ricardo Kriebel
1253836100	costaricanum	-83.867722	9.693092	NA	2004	INBio	Plantae	4084021	NA	Ricardo Kriebel
1253835009	costaricanum	-82.755556	8.897222	NA	2003	INBio	Plantae	4082438	NA	Ricardo Kriebel; Daniel Solano ; Evelio Alfaro
46138336	costaricanum	-83.69	9.96	NA	1992	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	167462	NA	"Rivera, Gerardo"
46138444	costaricanum	-84.1	10.12	NA	1989	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	179692	NA	"Rivera, Gerardo"
46138448	costaricanum	-84.1	10.17	NA	1990	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	180487	NA	"Rivera, Gerardo"
46138499	costaricanum	-84.1	10.11	NA	1990	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	190462	NA	"Rivera, Gerardo"
1260502686	costaricanum	-83.807778	9.550556	NA	2006	MO	MO	3118691	Moran 7903	Robbin C. Moran|G. Yu
1259400059	costaricanum	-82.51138	8.81583	NA	1983	MO	MO	2118584	Schmalzel 1573	Robert J. Schmalzel
1259699878	costaricanum	-82.38333	8.8	NA	1983	MO	MO	2391031	Schmalzel 1598	Robert J. Schmalzel
1261255711	costaricanum	-82.506111	8.797222	NA	1983	MO	MO	544922	Schmalzel 1610	Robert J. Schmalzel
1259700261	costaricanum	-82.48333	8.8	NA	1983	MO	MO	2391307	Schmalzel 1656	Robert J. Schmalzel
1259700960	costaricanum	-82.6	8.85	NA	1983	MO	MO	2391850	Schmalzel 1677	Robert J. Schmalzel
1259400073	costaricanum	-82.56666	8.86666	NA	1984	MO	MO	2118590	Schmalzel 2038	Robert J. Schmalzel|Carol A. Todzia
1259700534	costaricanum	-84.11	10.1	NA	1968	MO	MO	2391572	Wilbur 10301	Robert L. Wilbur|Donald E. Stone
1259699673	costaricanum	-84.03	9.65	NA	1968	MO	MO	2391022	Wilbur 10531	Robert L. Wilbur|Donald E. Stone
1259701935	costaricanum	-82.55	8.86666	NA	1971	MO	MO	2392752	Wilbur 13115	Robert L. Wilbur|James A. Teeri|Robin B. Foster
1259703580	costaricanum	-82.598333	8.8475	NA	1970	MO	MO	2394070	Wilbur 10951	"Robert L. Wilbur|Richard E. Weaver, Jr.|Robin B. Foster|Mireya D. Correa A."
1259702023	costaricanum	-82.48333	8.83333	NA	1970	MO	MO	2392842	Wilbur 11059	"Robert L. Wilbur|Richard E. Weaver, Jr.|Robin B. Foster|Mireya D. Correa A."
1260147329	costaricanum	-85.49388	10.92722	NA	1992	MO	MO	2796766	Espinoza Obando 307	Roberto Espinoza
1253605476	costaricanum	-85.493889	10.927222	NA	1992	INBio	Plantae	1564743	NA	Roberto Espinoza
1257839537	costaricanum	-85.470833	10.917778	NA	1996	MO	MO	100492947	Espinoza Obando 1496	Roberto Espinoza|Carolina Cano|Alvaro Fernandez|Daniel Perez
1261255727	costaricanum	-84.475	9.791667	NA	1990	MO	MO	544915	Zuniga Villegas 370	Rodolfo Zuniga|Gerardo Varela|Quirico Jimenez
1257997736	costaricanum	-83.600833	9.387778	NA	2008	MO	MO	100655661	Jones 10387	Ronald L. Jones|Humberto Jimenez-Saa
1257997746	costaricanum	-83.704722	9.495	NA	2009	MO	MO	100655709	Jones 10576	Ronald L. Jones|Humberto Jimenez-Saa
1261256228	costaricanum	-83.95	9.76	NA	1983	MO	MO	545387	Liesner 14508	Ronald L. Liesner|Emmet J. Judziewicz
1261256247	costaricanum	-83.916667	9.816667	NA	1983	MO	MO	545408	Liesner 14620	Ronald L. Liesner|Emmet J. Judziewicz
1261256249	costaricanum	-84.58	10.15	NA	1983	MO	MO	545398	Liesner 15614	Ronald L. Liesner|Emmet J. Judziewicz|Jorge Gomez-Laurito|Blanca Perez G.|Alonso Carvajal U.
1259702282	costaricanum	-83.97583	10.05722	NA	1971	MO	MO	2393195	Lent 2265	Roy W. Lent
1259700037	costaricanum	-82.683333	8.833333	NA	1935	MO	MO	2391122	Seibert 285	Russell J. Seibert
1259443656	costaricanum	-84.8075	10.30861	NA	1979	MO	MO	2158052	Koptur SK-111	S. Koptur
46138501	costaricanum	-83.8	9.76	NA	1995	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	190930	NA	"Sanchez, Joaquin"
46138712	costaricanum	-84.01	9.68	NA	1998	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	219935	NA	"Sanchez, Joaquin"
1260602763	costaricanum	-82.8825	9.12194	NA	2006	MO	MO	3209189	Knapp 9960	Sandy Knapp|Alex K. Monro
1259393792	costaricanum	-82.36666	8.78333	NA	1982	MO	MO	2112914	Knapp 4797	Sandy Knapp|Robert J. Schmalzel
1259702385	costaricanum	-82.71666	8.91666	NA	1975	MO	MO	2393290	Mori 7338	Scott A. Mori|A. Bolten
1259703621	costaricanum	-81.82333	8.54055	NA	1975	MO	MO	2394117	Mori 5785	Scott A. Mori|Jacquelyn A. Kallunki
1259702377	costaricanum	-81.813333	8.531667	NA	1975	MO	MO	2393114	Mori 7821	Scott A. Mori|Robert L. Dressler
1259701007	costaricanum	-81.8175	8.53305	NA	1975	MO	MO	2391939	Mori 7894	Scott A. Mori|Robert L. Dressler
46138083	costaricanum	-83.43	10.1	NA	1987	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	139615	NA	"Smith, J. F."
1259704618	costaricanum	-83.97	9.74	NA	1976	MO	MO	2395020	Croat 32866	Thomas B. Croat
1259704916	costaricanum	-82.50944	8.79222	NA	1976	MO	MO	2395033	Croat 35007	Thomas B. Croat
1259701783	costaricanum	-84.16	10.2	NA	1976	MO	MO	2392916	Croat 35861	Thomas B. Croat
1259702300	costaricanum	-83.98	10.06	NA	1978	MO	MO	2393196	Croat 44510	Thomas B. Croat
1259700591	costaricanum	-83.76	9.82	NA	1979	MO	MO	2391575	Croat 47057	Thomas B. Croat
1261255804	costaricanum	-82.2	8.65	NA	1987	MO	MO	544989	Croat 67755	Thomas B. Croat
1261255818	costaricanum	-81.8225	8.532778	NA	1988	MO	MO	545008	Croat 69088	Thomas B. Croat
1258322697	costaricanum	-83.76972	9.30666	NA	1996	MO	MO	1111859	Croat 79120	Thomas B. Croat|Dylan P. Hannon
1259151008	costaricanum	-81.82916	8.5325	NA	1979	MO	MO	1892291	Antonio 1418	Thomas M. Antonio
1253589337	costaricanum	-85.154167	10.715278	NA	1996	INBio	Plantae	1511314	NA	Ulises Chavarria
1261256232	costaricanum	-85.536111	10.502778	NA	1990	MO	MO	545396	Chavarria Garcia 31	Ulises Chavarria|Curso II de Parataxonomos
46138542	costaricanum	-83.8	9.56	NA	1996	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	196152	NA	"van Omme, Liz"
46138491	costaricanum	-84.12	10.12	NA	1990	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	187510	NA	"Varela, Gerardo"
46138358	costaricanum	-83.85	9.62	NA	1994	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	168602	NA	"Vargas, Gustavo"
46138368	costaricanum	-83.69	9.97	NA	1993	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	169468	NA	"Vargas, Gustavo"
46139787	costaricanum	-83.95	9.82	NA	1999	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	234000	NA	"Vargas, Luis Diego"
46138061	costaricanum	-83.8	9.59	NA	NA	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	138326	NA	"Velzen, Henk van"
1261828847	costaricanum	-84.8	10.3	NA	1994	MO	MO	905456	Ramirez Villalobos 314	Victor H. Ramirez|Luis J. Poveda Alvarez|Eduardo Lepiz
1253610468	costaricanum	-84.808333	10.305556	NA	1994	INBio	Plantae	1570197	NA	Victor Ramirez
1836733228	costaricanum	-83.53	9.5	NA	1971	US	Botany	3556058	8340	W. C. Burger
1253688725	costaricanum	-83.75	9.616667	NA	1991	INBio	Plantae	2918172	NA	W. J. Hahn
1228398697	costaricanum	-82.25	8.5	NA	1911	F	Botany	NA	5379	W. R. Maxon
1261256000	costaricanum	-84.815278	10.308333	NA	1984	MO	MO	545197	Haber 639	William A. Haber
1261255988	costaricanum	-84.833333	10.333333	NA	1986	MO	MO	545165	Haber 5749	William A. Haber|April Clagget
1261255973	costaricanum	-84.816667	10.316667	NA	1985	MO	MO	545149	Haber 2263	William A. Haber|Erick Bello C.
1261255949	costaricanum	-84.83305	10.28777	NA	1985	MO	MO	545137	Haber 2533	William A. Haber|Erick Bello C.
1261255996	costaricanum	-84.839722	10.3375	NA	1985	MO	MO	545181	Haber 2512	William A. Haber|James A. Wolfe
1259702315	costaricanum	-82.533333	8.85	NA	1977	MO	MO	2393111	D'Arcy 10687A	William G. D'Arcy
1261256319	costaricanum	-82.216667	8.683333	NA	1984	MO	MO	545462	D'Arcy 16006	William G. D'Arcy
1261256322	costaricanum	-81.8	8.55	NA	1986	MO	MO	545483	D'Arcy 16285	William G. D'Arcy
1259430741	costaricanum	-82.466667	8.766667	NA	1975	MO	MO	2146394	D'Arcy 9792	William G. D'Arcy
1259430748	costaricanum	-82.535278	8.813611	NA	1979	MO	MO	2146397	D'Arcy 12488	William G. D'Arcy|Barry E. Hammel
1259430783	costaricanum	-82.5	8.783333	NA	1979	MO	MO	2146402	D'Arcy 13136	William G. D'Arcy|Barry E. Hammel|E.C. Hill|S. Schwartz|O. Wolcott|H. Wolcott
1259430755	costaricanum	-82.55	8.81666	NA	1979	MO	MO	2146395	D'Arcy 13304	William G. D'Arcy|Barry E. Hammel|E.C. Hill|S. Schwartz|O. Wolcott|H. Wolcott
1259702742	costaricanum	-82.43333	8.76666	NA	1972	MO	MO	2393475	D'Arcy 6450	William G. D'Arcy|Janet J. D'Arcy
1253687751	costaricanum	-84.800003	10.3	NA	1988	INBio	Plantae	2917200	NA	William Haber
1261255696	costaricanum	-83.78	9.6	NA	1991	MO	MO	544917	Hahn 6319	William J. Hahn
1259704895	costaricanum	-82.48333	8.81666	NA	1963	MO	MO	2395032	Stern 2052	William L. Stern|Richard H. Eyde|Edward S. Ayensu
46138694	costaricanum	-83.79	9.58	NA	1996	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	217693	NA	"Wilms, J.J.A.M."
1261569541	costaricanum	-84.78	10.25	NA	1994	MO	MO	898824	Fuentes Alvarado 695	Zobeida Fuentes
1253607272	costaricanum	-84.825001	10.272222	NA	1993	INBio	Plantae	1566770	NA	Zobeida Fuentes
1253645142	costaricanum	-84.788889	10.256944	NA	1994	INBio	Plantae	1583032	NA	Zobeida Fuentes
1261568354	costaricanum	-84.82	10.27	NA	1993	MO	MO	897726	Fuentes Alvarado 325	Zobeida Fuentes|Rosa Guzman
46138381	costaricanum	-84.47	9.79	NA	1990	Museo Nacional de Costa Rica (MNCR)	Herbario Nacional de Costa Rica (CR)	170808	NA	"Zuniga, Rodolfo"
1895433094	discolor	-92.331239	15.380658	NA	1980	CNS-UT	LL	78325	NA	D. E. Breedlove; J. Strother
1259702750	discolor	-92.34	15.31	NA	1986	MO	MO	2393651	Breedlove 65605	Dennis E. Breedlove
1259700947	discolor	-92.3	15.4	NA	1980	MO	MO	2392022	Breedlove 46188	Dennis E. Breedlove|John L. Strother
NA	discolor	-92.327433	15.359067	NA	NA	Yale Peabody Museum	YU	NA	Edwards_629	Erika J. Edwards
788465809	discolor	-91.37724	15.01312	NA	1840	LD	General	1219764	NA	Hartweg
1261020049	discolor	-91.33305	14.92388	NA	1840	MO	MO	3587353	Hartweg 579	K. T. Hartweg
1258717066	discolor	-91.31083	14.91027	NA	1948	MO	MO	1493510	Williams 14267	Louis O. Williams
1259470414	discolor	-91.3225	14.91333	NA	2000	MO	MO	2182290	Veliz Perez MV 2M.8591	Mario Veliz|N. Gallardo|M. Vasquez
1259467019	discolor	-91.31	14.91083	NA	2000	MO	MO	2179231	Veliz Perez MV 2M.8631	Mario Veliz|N. Gallardo|M. Vasquez
2630147083	discolor	-92.101528	15.103667	NA	2014	UNICACH	HEM	HEM 41695	NA	N.M.M.; M.M.M.; R.V.H.
166	discolor	-91.133523	14.998526	961	NA	Field Museum	F	NA	166	NA
12462	discolor	-90.986994	14.725496	1112	NA	Field Museum	F	NA	12462	NA
15937	discolor	-91.270484	14.903592	4795	NA	Field Museum	F	NA	15937	NA
22975	discolor	-91.395241	14.849935	1757	NA	Field Museum	F	NA	22975	NA
25077	discolor	-91.171881	15.023457	301	NA	Field Museum	F	NA	25077	NA
25473	discolor	-91.620826	14.915578	2372	NA	Field Museum	F	NA	25473	NA
30004	discolor	-90.892321	15.43565	4181	NA	Field Museum	F	NA	30004	NA
32634	discolor	-90.125861	14.536152	3036	NA	Field Museum	F	NA	32634	NA
57802	discolor	-90.867645	14.549114	1204	NA	Field Museum	F	NA	57802	NA
65126	discolor	-90.741741	14.465054	3188	NA	Field Museum	F	NA	65126	NA
84483	discolor	-91.3161	14.911956	1636	NA	Field Museum	F	NA	84483	NA
NA	discolor	-91.32	14.91	NA	NA	Yale Peabody Museum	YU	NA	Veliz_35_99	NA
1259878957	disjunctum	-90.17972	15.15027	NA	1977	MO	MO	2553032	Lundell 21127	Cyrus L. Lundell|Elias Contreras
1259661516	disjunctum	-91.66	16.1	NA	1974	MO	MO	2356204	Breedlove 37073	Dennis E. Breedlove
2430639525	disjunctum	-91.676111	16.108333	NA	1988	MO	MO	101159934	Breedlove 68626	Dennis E. Breedlove
1259666872	disjunctum	-91.700556	16.0875	NA	1972	MO	MO	2360848	Breedlove 29602	Dennis E. Breedlove|Robert L. Dressler
1895143211	disjunctum	-91.713055	16.108611	NA	1988	IHNE	CHIP	15588	NA	E. Palacios E.; D. E. Breedlove
1259701669	disjunctum	-90.20444	15.18361	NA	1972	MO	MO	2392567	Contreras 11206	Elias Contreras
1259436230	disjunctum	-90.204444	15.183611	NA	1973	MO	MO	2151364	Contreras 11587	Elias Contreras
1258717047	disjunctum	-91.14694	15.41861	NA	1964	MO	MO	1493535	Contreras 5030	Elias Contreras
1930881649	disjunctum	-90.3714	15.4708	5000	1886	NY	NY	278610	977	H. von Turckheim
NA	disjunctum	-90.18	15.15	NA	NA	Yale Peabody Museum	YU	NA	MJD_66	Michael J. Donoghue
6895	disjunctum	-88.283333	13.966667	406	NA	Field Museum	F	NA	6895	NA
2575490590	disjunctum	-90.403056	15.420833	NA	1969	Z	NA	Z-000171711	1171	Peter Karl Endress
1257640406	disjunctum	-90.055556	15.192778	NA	2006	MO	MO	100290426	Avila 3456	Rafael Avila|A. Quilo
1259414730	disjunctum	-91.683333	16.116667	NA	1976	MO	MO	2131880	Stevens 2387	W. D. Stevens|Michael J. Donoghue|Michael L. Scott
1258717096	disjunctum	-90.404444	15.440833	NA	1970	MO	MO	1493529	Harmon 4272	William E. Harmon|John D. Dwyer
NA	fuscum	-96.27482	17.35062	NA	NA	Yale Peabody Museum	YU	NA	Edwards_651	Erika J. Edwards
NA	fuscum	-96.27323	17.34436	NA	NA	Yale Peabody Museum	YU	NA	Edwards_652	Erika J. Edwards
NA	fuscum	-96.29491	17.32286	NA	NA	Yale Peabody Museum	YU	NA	Edwards_653	Erika J. Edwards
NA	fuscum	-96.12982	17.28781	NA	NA	Yale Peabody Museum	YU	NA	Edwards_656	Erika J. Edwards
NA	fuscum	-96.12398	17.27971	NA	NA	Yale Peabody Museum	YU	NA	Edwards_657	Erika J. Edwards
NA	fuscum	-95.94321	17.02627	NA	NA	Yale Peabody Museum	YU	NA	Edwards_662	Erika J. Edwards
NA	fuscum	-96.04	17.259	NA	NA	Yale Peabody Museum	YU	NA	EJE_603	Erika J. Edwards
NA	fuscum	-96.04	17.2599	NA	NA	Yale Peabody Museum	YU	NA	EJE_605	Erika J. Edwards
NA	fuscum	-96.0243	17.2718	NA	NA	Yale Peabody Museum	YU	NA	totontfusc climate station	NA
1259053165	hallii	-78.05	0.75	NA	1997	MO	MO	1802498	NA	* POTTHAST
1228528731	hallii	-78	-2.5	NA	1993	F	Botany	NA	80285	A. H. Gentry
1261256115	hallii	-79.066667	-1.366667	NA	1993	MO	MO	545286	NA	Aida Alvarez|L. Valle|W. Mazabanda
1261256081	hallii	-79.08333	-1.36666	NA	1994	MO	MO	545258	NA	"Aida Alvarez|Pungana, J.|W. Mazabanda"
1259053040	hallii	-78.73333	-2.1	NA	1987	MO	MO	1802180	NA	Alina Freire
1259053062	hallii	-78.98333	-2.43333	NA	1987	MO	MO	1802181	NA	Alina Freire
1259053113	hallii	-77.88333	0.38333	NA	1988	MO	MO	1802183	NA	Alina Freire
1259052808	hallii	-77.66666	0.66666	NA	1982	MO	MO	1802213	NA	Brian M. Boom|H. Balslev|James L. Luteyn
1261256334	hallii	-76.28333	2.31666	NA	1986	MO	MO	545485	NA	Bruce A. Stein
1258948823	hallii	-79.083333	-2.4	NA	1991	MO	MO	1707564	NA	Carlos E. Ceron
1261256227	hallii	-78.5	0.08333	NA	1987	MO	MO	545394	NA	Carlos E. Ceron
1261256192	hallii	-78.25	0.11666	NA	1988	MO	MO	545350	NA	Carlos E. Ceron|Aida Alvarez|Carlos Iguago
1261256206	hallii	-78.43333	0.01666	NA	1990	MO	MO	545370	NA	"Carlos E. Ceron|Ocampo, Carmita"
1259052998	hallii	-79	-2.45	NA	1987	MO	MO	1802222	NA	Carmen Ulloa
1259053022	hallii	-79.01666	-2.45	NA	1987	MO	MO	1802223	NA	Carmen Ulloa
1259052946	hallii	-77.76666	0.56666	NA	1991	MO	MO	1802220	NA	CERON
1889157019	hallii	-78.916667	-2	NA	1987	UTEP	Plant specimens	UTEP:Herb:40733	2861	Collector(s): unknown
1889157017	hallii	-78.583333	0.083333	NA	1987	UTEP	Plant specimens	UTEP:Herb:40734	2936	Collector(s): unknown
1261255849	hallii	-78.5	0.25	NA	1990	MO	MO	545050	NA	Daniel Rubio|Carlos Quelal
1261255859	hallii	-78.58333	0.33333	NA	1990	MO	MO	545059	NA	Daniel Rubio|Carlos Quelal
1261255879	hallii	-78.583333	0.333333	NA	1990	MO	MO	545067	NA	Daniel Rubio|Carlos Quelal
1261256216	hallii	-78.33333	0.2	NA	1991	MO	MO	545385	NA	David A. Neill|Walter A. Palacios|Mercedes Asanza
1259052226	hallii	-78.36667	0.6	NA	1939	MO	MO	1802239	NA	Erik Asplund
1260125469	hallii	-78.9	-1.86666	NA	2003	MO	MO	2776832	NA	ESTUDIANTES ESPOCH
1259053185	hallii	-78.46666	0.26666	NA	1992	MO	MO	1802186	NA	Freire
1261255597	hallii	-77.7	0.58333	NA	1989	MO	MO	544831	NA	Galo A. Tipaz
1259053108	hallii	-79.05	-1.15	NA	1980	MO	MO	1802272	NA	Gunnar Wilhelm Harling|Lennart Andersson
47861116	hallii	-78.616	-0.05	NA	1982	AAU	Herbarium	H.Balslev2157	NA	H.  Balslev
47861145	hallii	-78.283	0.1	NA	1983	AAU	Herbarium	H.Balslev4453	NA	H.  Balslev
1261255990	hallii	-79.08333	-1.93333	NA	1991	MO	MO	545190	NA	H. van der Werff|Bruce Gray|Galo A. Tipaz
1836724857	hallii	-78.15	-0.38	NA	2001	US	Botany	3597056	4091	H. Vargas
1836734332	hallii	-79.08	-1.35	NA	2001	US	Botany	3597055	4093	H. Vargas
